"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 24 09:44:50 GMT 2024","Mon Jun 24 09:44:50 GMT 2024","301","API Suite","API Test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingExistingId","User should not be able to create two build types with the same Id",""
"passed","Mon Jun 24 09:44:51 GMT 2024","Mon Jun 24 09:44:51 GMT 2024","201","API Suite","API Test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingNameEmpty","User should not be able to create a build when Name is empty",""
"passed","Mon Jun 24 09:51:30 GMT 2024","Mon Jun 24 09:51:36 GMT 2024","6659","UI Suite","UI Test","com.teamcity.ui.CrateNewBuildConfigTests","com.teamcity.ui.CrateNewBuildConfigTests","authorizedUserShouldNotBeAbleToCreateNewBuildConfigManuallyForExistingName","User should not be able to create a build config manually with existing name ",""
"passed","Mon Jun 24 09:44:48 GMT 2024","Mon Jun 24 09:44:48 GMT 2024","156","API Suite","API Test","com.teamcity.api.RolesTest","com.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","System Admin should be able to create a project",""
"passed","Mon Jun 24 09:44:52 GMT 2024","Mon Jun 24 09:45:39 GMT 2024","47035","UI Suite","UI Test","com.teamcity.ui.CreateNewProjectTest","com.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProjectFromRepository","User should be able to create a project from a public repository",""
"failed","Mon Jun 24 09:44:50 GMT 2024","Mon Jun 24 09:44:50 GMT 2024","165","API Suite","API Test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingBuildIdEmpty","User should not be able to create a build when Id is empty",""
"passed","Mon Jun 24 09:44:51 GMT 2024","Mon Jun 24 09:44:51 GMT 2024","135","API Suite","API Test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingProjectNonExistent","User should not be able to create a build when parent project does not exist",""
"passed","Mon Jun 24 09:44:50 GMT 2024","Mon Jun 24 09:44:51 GMT 2024","224","API Suite","API Test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingExistingName","User should not be able to create a build with existing Name",""
"passed","Mon Jun 24 09:44:52 GMT 2024","Mon Jun 24 09:44:52 GMT 2024","253","API Suite","API Test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Mon Jun 24 09:44:41 GMT 2024","Mon Jun 24 09:44:42 GMT 2024","912","API Suite","API Test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
