"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 23 16:10:14 GMT 2024","Sun Jun 23 16:10:14 GMT 2024","134","Surefire suite","Surefire test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Sun Jun 23 16:10:10 GMT 2024","Sun Jun 23 16:10:12 GMT 2024","1765","Surefire suite","Surefire test","com.teamcity.api.RolesTest","com.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToTheirProject","Project Admin should be able to create a build config to a projec they are assigned to",""
"passed","Sun Jun 23 16:10:14 GMT 2024","Sun Jun 23 16:10:14 GMT 2024","86","Surefire suite","Surefire test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingNameEmpty","User should not be able to create a build when Name is empty",""
"passed","Sun Jun 23 15:50:20 GMT 2024","Sun Jun 23 15:51:14 GMT 2024","54669","Surefire suite","Surefire test","com.teamcity.ui.CrateNewBuildConfigTests","com.teamcity.ui.CrateNewBuildConfigTests","authorizedUserShouldBeAbleToCreateNewBuildConfigFromRepository","User should be able to create a build config from public repository ",""
"failed","Sun Jun 23 16:10:05 GMT 2024","Sun Jun 23 16:10:10 GMT 2024","4718","Surefire suite","Surefire test","com.teamcity.ui.SetupTest","com.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Sun Jun 23 15:56:44 GMT 2024","Sun Jun 23 15:56:48 GMT 2024","3864","Surefire suite","Surefire test","com.teamcity.ui.CreateNewProjectTest","com.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProjectManually","User should be able to create a project manually",""
"passed","Sun Jun 23 16:07:55 GMT 2024","Sun Jun 23 16:07:58 GMT 2024","3747","Surefire suite","Surefire test","com.teamcity.ui.CreateNewProjectTest","com.teamcity.ui.CreateNewProjectTest","authorizedUserShouldNotBeAbleToCreateNewProjectManuallyWithExistingName","User should not be able to create a project with existing name",""
"passed","Sun Jun 23 15:56:24 GMT 2024","Sun Jun 23 15:56:32 GMT 2024","8002","Surefire suite","Surefire test","com.teamcity.ui.CrateNewBuildConfigTests","com.teamcity.ui.CrateNewBuildConfigTests","authorizedUserShouldNotBeAbleToCreateNewBuildConfigFromRepositoryWithNoUrl","User should not be able to create a build config from repo with no URL provided",""
"passed","Sun Jun 23 16:10:14 GMT 2024","Sun Jun 23 16:10:14 GMT 2024","120","Surefire suite","Surefire test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Sun Jun 23 16:10:13 GMT 2024","Sun Jun 23 16:10:13 GMT 2024","164","Surefire suite","Surefire test","com.teamcity.api.BuildConfigurationTest","com.teamcity.api.BuildConfigurationTest","buildConfigShouldGetCreatedWithRequiredValuesProvided","User should be able to create build type",""
