"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 30 15:04:39 GMT 2024","Thu May 30 15:05:40 GMT 2024","60525","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Thu May 30 15:06:01 GMT 2024","Thu May 30 15:06:01 GMT 2024","145","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldNotGetCreatedHavingExistingId","projShouldNotGetCreatedHavingExistingId",""
"passed","Thu May 30 15:05:53 GMT 2024","Thu May 30 15:05:59 GMT 2024","5802","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldGetCreatedHaving1AlphaSymbolInName","projShouldGetCreatedHaving1AlphaSymbolInName",""
"passed","Thu May 30 15:07:34 GMT 2024","Thu May 30 15:07:59 GMT 2024","24768","UI Suite","UI Test","com.example.teamcity.ui.CrateNewBuildConfigTests","com.example.teamcity.ui.CrateNewBuildConfigTests","authorizedUserShouldBeAbleToCreateNewBuildConfigFromRepository","authorizedUserShouldBeAbleToCreateNewBuildConfigFromRepository",""
"passed","Thu May 30 15:06:12 GMT 2024","Thu May 30 15:06:12 GMT 2024","138","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","buildConfigurationTest",""
"passed","Thu May 30 15:07:05 GMT 2024","Thu May 30 15:07:14 GMT 2024","9608","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProjectManually","authorizedUserShouldBeAbleToCreateNewProjectManually",""
"passed","Thu May 30 15:05:59 GMT 2024","Thu May 30 15:06:00 GMT 2024","218","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldGetCreatedUnderAnotherProjWithRequiredFieldsProvided","projShouldGetCreatedUnderAnotherProjWithRequiredFieldsProvided",""
"passed","Thu May 30 15:08:12 GMT 2024","Thu May 30 15:08:23 GMT 2024","10796","UI Suite","UI Test","com.example.teamcity.ui.CrateNewBuildConfigTests","com.example.teamcity.ui.CrateNewBuildConfigTests","authorizedUserShouldNotBeAbleToCreateNewBuildConfigFromRepositoryWithNoUrl","authorizedUserShouldNotBeAbleToCreateNewBuildConfigFromRepositoryWithNoUrl",""
"failed","Thu May 30 15:06:02 GMT 2024","Thu May 30 15:06:03 GMT 2024","62","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldNotGetCreatedHavingNonExistentParent","projShouldNotGetCreatedHavingNonExistentParent",""
"failed","Thu May 30 15:06:05 GMT 2024","Thu May 30 15:06:05 GMT 2024","345","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Thu May 30 15:06:02 GMT 2024","Thu May 30 15:06:02 GMT 2024","38","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldNotGetCreatedHavingNameEmpty","projShouldNotGetCreatedHavingNameEmpty",""
"passed","Thu May 30 15:07:25 GMT 2024","Thu May 30 15:07:33 GMT 2024","8794","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldNotBeAbleToCreateNewProjectManuallyWithExistingName","authorizedUserShouldNotBeAbleToCreateNewProjectManuallyWithExistingName",""
"failed","Thu May 30 15:06:02 GMT 2024","Thu May 30 15:06:02 GMT 2024","41","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldNotGetCreatedHavingIdEmpty","projShouldNotGetCreatedHavingIdEmpty",""
"passed","Thu May 30 15:08:24 GMT 2024","Thu May 30 15:08:34 GMT 2024","10790","UI Suite","UI Test","com.example.teamcity.ui.CrateNewBuildConfigTests","com.example.teamcity.ui.CrateNewBuildConfigTests","authorizedUserShouldNotBeAbleToCreateNewBuildConfigManuallyForExistingName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigManuallyForExistingName",""
"passed","Thu May 30 15:06:13 GMT 2024","Thu May 30 15:07:04 GMT 2024","51362","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProjectFromRepository","authorizedUserShouldBeAbleToCreateNewProjectFromRepository",""
"passed","Thu May 30 15:06:00 GMT 2024","Thu May 30 15:06:00 GMT 2024","126","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldGetCreatedUnderRootHavingCopyAllAssociatedSettingsSetToFalse","projShouldGetCreatedUnderRootHavingCopyAllAssociatedSettingsSetToFalse",""
"passed","Thu May 30 15:06:09 GMT 2024","Thu May 30 15:06:09 GMT 2024","138","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingExistingId","buildConfigShouldNotGetCreatedHavingExistingId",""
"passed","Thu May 30 15:06:11 GMT 2024","Thu May 30 15:06:11 GMT 2024","51","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingNameEmpty","buildConfigShouldNotGetCreatedHavingNameEmpty",""
"passed","Thu May 30 15:08:00 GMT 2024","Thu May 30 15:08:12 GMT 2024","11917","UI Suite","UI Test","com.example.teamcity.ui.CrateNewBuildConfigTests","com.example.teamcity.ui.CrateNewBuildConfigTests","authorizedUserShouldBeAbleToCreateNewBuildConfigManually","authorizedUserShouldBeAbleToCreateNewBuildConfigManually",""
"failed","Thu May 30 15:06:01 GMT 2024","Thu May 30 15:06:01 GMT 2024","131","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldNotGetCreatedHaving256AlphaNumSymbolsInName","projShouldNotGetCreatedHaving256AlphaNumSymbolsInName",""
"passed","Thu May 30 15:06:00 GMT 2024","Thu May 30 15:06:00 GMT 2024","82","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projShouldGetCreatedUnderRootWithRequiredFieldsProvided","projShouldGetCreatedUnderRootWithRequiredFieldsProvided",""
"passed","Thu May 30 15:06:06 GMT 2024","Thu May 30 15:06:06 GMT 2024","127","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Thu May 30 15:06:07 GMT 2024","Thu May 30 15:06:07 GMT 2024","79","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject",""
"failed","Thu May 30 15:06:10 GMT 2024","Thu May 30 15:06:10 GMT 2024","72","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingExistingName","buildConfigShouldNotGetCreatedHavingExistingName",""
"passed","Thu May 30 15:06:08 GMT 2024","Thu May 30 15:06:08 GMT 2024","443","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigShouldGetCreatedWithRequiredValuesProvided","buildConfigShouldGetCreatedWithRequiredValuesProvided",""
"passed","Thu May 30 15:06:11 GMT 2024","Thu May 30 15:06:11 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigShouldNotGetCreatedHavingProjectNonExistent","buildConfigShouldNotGetCreatedHavingProjectNonExistent",""
